"eje","subtema","categoria","sexo","grupo_edad","id","indicador","unidad","cve_area","lugar","url"
"Hogares y vivienda","Jefatura del hogar","Jefatura masculina",NA,NA,"1002000019","Hogares con jefatura masculina","Hogares","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000019/es/19007/false/BISE/2.0/"
"Hogares y vivienda","Jefatura del hogar","Jefatura masculina",NA,NA,"1002000019","Hogares con jefatura masculina","Hogares","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000019/es/19014/false/BISE/2.0/"
"Hogares y vivienda","Jefatura del hogar","Jefatura masculina",NA,NA,"1002000019","Hogares con jefatura masculina","Hogares","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000019/es/19024/false/BISE/2.0/"
"Hogares y vivienda","Jefatura del hogar","Jefatura masculina",NA,NA,"1002000019","Hogares con jefatura masculina","Hogares","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000019/es/19036/false/BISE/2.0/"
"Hogares y vivienda","Jefatura del hogar","Jefatura femenina",NA,NA,"1002000020","Hogares con jefatura femenina","Hogares","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000020/es/19007/false/BISE/2.0/"
"Hogares y vivienda","Jefatura del hogar","Jefatura femenina",NA,NA,"1002000020","Hogares con jefatura femenina","Hogares","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000020/es/19014/false/BISE/2.0/"
"Hogares y vivienda","Jefatura del hogar","Jefatura femenina",NA,NA,"1002000020","Hogares con jefatura femenina","Hogares","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000020/es/19024/false/BISE/2.0/"
"Hogares y vivienda","Jefatura del hogar","Jefatura femenina",NA,NA,"1002000020","Hogares con jefatura femenina","Hogares","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000020/es/19036/false/BISE/2.0/"
"Educación","Educación","Tasa de alfabetización (15 a 24 años)",NA,NA,"1002000050","Tasa de alfabetización de las personas de 15 a 24 años","Tasa","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000050/es/19007/false/BISE/2.0/"
"Educación","Educación","Tasa de alfabetización (15 a 24 años)",NA,NA,"1002000050","Tasa de alfabetización de las personas de 15 a 24 años","Tasa","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000050/es/19014/false/BISE/2.0/"
"Educación","Educación","Tasa de alfabetización (15 a 24 años)",NA,NA,"1002000050","Tasa de alfabetización de las personas de 15 a 24 años","Tasa","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000050/es/19024/false/BISE/2.0/"
"Educación","Educación","Tasa de alfabetización (15 a 24 años)",NA,NA,"1002000050","Tasa de alfabetización de las personas de 15 a 24 años","Tasa","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1002000050/es/19036/false/BISE/2.0/"
"Educación","Educación","Asistencia escolar (5 años y más)",NA,NA,"1005000012","Población de 5 años y más que asiste a la escuela","Personas","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1005000012/es/19007/false/BISE/2.0/"
"Educación","Educación","Asistencia escolar (5 años y más)",NA,NA,"1005000012","Población de 5 años y más que asiste a la escuela","Personas","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1005000012/es/19014/false/BISE/2.0/"
"Educación","Educación","Asistencia escolar (5 años y más)",NA,NA,"1005000012","Población de 5 años y más que asiste a la escuela","Personas","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1005000012/es/19024/false/BISE/2.0/"
"Educación","Educación","Asistencia escolar (5 años y más)",NA,NA,"1005000012","Población de 5 años y más que asiste a la escuela","Personas","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1005000012/es/19036/false/BISE/2.0/"
"Educación","Educación","Grado promedio de escolaridad",NA,NA,"1005000038","Grado promedio de escolaridad de la población de 15 y más años","Años de escolaridad","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1005000038/es/19007/false/BISE/2.0/"
"Educación","Educación","Grado promedio de escolaridad",NA,NA,"1005000038","Grado promedio de escolaridad de la población de 15 y más años","Años de escolaridad","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1005000038/es/19014/false/BISE/2.0/"
"Educación","Educación","Grado promedio de escolaridad",NA,NA,"1005000038","Grado promedio de escolaridad de la población de 15 y más años","Años de escolaridad","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1005000038/es/19024/false/BISE/2.0/"
"Educación","Educación","Grado promedio de escolaridad",NA,NA,"1005000038","Grado promedio de escolaridad de la población de 15 y más años","Años de escolaridad","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/1005000038/es/19036/false/BISE/2.0/"
"Educación","Educación","% sin escolaridad",NA,NA,"6207019020","Porcentaje de población de 15 años y más sin escolaridad","Porcentaje","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207019020/es/19007/false/BISE/2.0/"
"Educación","Educación","% sin escolaridad",NA,NA,"6207019020","Porcentaje de población de 15 años y más sin escolaridad","Porcentaje","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207019020/es/19014/false/BISE/2.0/"
"Educación","Educación","% sin escolaridad",NA,NA,"6207019020","Porcentaje de población de 15 años y más sin escolaridad","Porcentaje","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207019020/es/19024/false/BISE/2.0/"
"Educación","Educación","% sin escolaridad",NA,NA,"6207019020","Porcentaje de población de 15 años y más sin escolaridad","Porcentaje","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207019020/es/19036/false/BISE/2.0/"
"Educación","Educación","% con media superior",NA,NA,"6200240314","Porcentaje de la población de 15 años y más con instrucción media superior","Porcentaje","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6200240314/es/19007/false/BISE/2.0/"
"Educación","Educación","% con media superior",NA,NA,"6200240314","Porcentaje de la población de 15 años y más con instrucción media superior","Porcentaje","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6200240314/es/19014/false/BISE/2.0/"
"Educación","Educación","% con media superior",NA,NA,"6200240314","Porcentaje de la población de 15 años y más con instrucción media superior","Porcentaje","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6200240314/es/19024/false/BISE/2.0/"
"Educación","Educación","% con media superior",NA,NA,"6200240314","Porcentaje de la población de 15 años y más con instrucción media superior","Porcentaje","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6200240314/es/19036/false/BISE/2.0/"
"Educación","Educación","% con instrucción superior",NA,NA,"6200240365","Porcentaje de la población de 15 años y más con instrucción superior","Porcentaje","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6200240365/es/19007/false/BISE/2.0/"
"Educación","Educación","% con instrucción superior",NA,NA,"6200240365","Porcentaje de la población de 15 años y más con instrucción superior","Porcentaje","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6200240365/es/19014/false/BISE/2.0/"
"Educación","Educación","% con instrucción superior",NA,NA,"6200240365","Porcentaje de la población de 15 años y más con instrucción superior","Porcentaje","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6200240365/es/19024/false/BISE/2.0/"
"Educación","Educación","% con instrucción superior",NA,NA,"6200240365","Porcentaje de la población de 15 años y más con instrucción superior","Porcentaje","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6200240365/es/19036/false/BISE/2.0/"
"Educación","Educación","% sin instrucción",NA,NA,"6200240447","Porcentaje de la población de 15 años y más sin instrucción","Porcentaje","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6200240447/es/19007/false/BISE/2.0/"
"Educación","Educación","% sin instrucción",NA,NA,"6200240447","Porcentaje de la población de 15 años y más sin instrucción","Porcentaje","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6200240447/es/19014/false/BISE/2.0/"
"Educación","Educación","% sin instrucción",NA,NA,"6200240447","Porcentaje de la población de 15 años y más sin instrucción","Porcentaje","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6200240447/es/19024/false/BISE/2.0/"
"Educación","Educación","% sin instrucción",NA,NA,"6200240447","Porcentaje de la población de 15 años y más sin instrucción","Porcentaje","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6200240447/es/19036/false/BISE/2.0/"
"Educación","Educación","% con escolaridad básica",NA,NA,"6207019031","Porcentaje de población de 15 años y más con escolaridad básica","Porcentaje","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207019031/es/19007/false/BISE/2.0/"
"Educación","Educación","% con escolaridad básica",NA,NA,"6207019031","Porcentaje de población de 15 años y más con escolaridad básica","Porcentaje","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207019031/es/19014/false/BISE/2.0/"
"Educación","Educación","% con escolaridad básica",NA,NA,"6207019031","Porcentaje de población de 15 años y más con escolaridad básica","Porcentaje","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207019031/es/19024/false/BISE/2.0/"
"Educación","Educación","% con escolaridad básica",NA,NA,"6207019031","Porcentaje de población de 15 años y más con escolaridad básica","Porcentaje","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207019031/es/19036/false/BISE/2.0/"
"Educación","Educación","% de 6 a 14 años que no sabe leer y escribir",NA,NA,"6207049067","Población de 6 a 14 años que no sabe leer y escribir","Porcentaje","19007","Aramberri","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207049067/es/19007/false/BISE/2.0/"
"Educación","Educación","% de 6 a 14 años que no sabe leer y escribir",NA,NA,"6207049067","Población de 6 a 14 años que no sabe leer y escribir","Porcentaje","19014","Doctor Arroyo","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207049067/es/19014/false/BISE/2.0/"
"Educación","Educación","% de 6 a 14 años que no sabe leer y escribir",NA,NA,"6207049067","Población de 6 a 14 años que no sabe leer y escribir","Porcentaje","19024","General Zaragoza","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207049067/es/19024/false/BISE/2.0/"
"Educación","Educación","% de 6 a 14 años que no sabe leer y escribir",NA,NA,"6207049067","Población de 6 a 14 años que no sabe leer y escribir","Porcentaje","19036","Mier y Noriega","https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/6207049067/es/19036/false/BISE/2.0/"
